Sentence,Label,query_len,num_words_query,no_single_qts,no_double_qts,no_punct,no_single_cmnt,no_mult_cmnt,no_space,no_perc,no_log_opt,no_arith,no_null,no_hexa,no_alpha,no_digit,len_of_chr_char_null,genuine_keywords
 un secretary-general ban ki-moon told summit overnight time &quot; rise national interests ,0,92,12,0,0,4,0,0,13,0,0,2,0,0,75,0,0,0
" &quot; &quot; i pleased member states agreed launch take ownership process establish universal sustainable development goals - sdgs , &quot; said ",0,147,21,0,0,8,0,0,22,0,0,1,0,0,117,0,0,0
" these sdgs build advances millennium development goals , integral part post-2015 development framework ",0,104,13,0,0,2,0,0,14,0,0,1,0,0,84,4,0,0
 i spare effort implement mandate given member states realise vision sustainable development goals build success mdgs ,0,118,16,0,0,0,0,0,17,0,0,0,0,0,101,0,0,0
 mastering struggle perfection ,0,31,3,0,0,0,0,0,4,0,0,0,0,0,27,0,0,0
" the role santiago , old man hemingway &apos;s novel &quot; the old man sea &quot; , perfectly suited horst janson ",0,115,20,0,0,8,0,0,21,0,0,0,0,0,86,0,0,0
" janson old hand comes profession , art acting ",0,47,8,0,0,1,0,0,9,0,0,0,0,0,37,0,0,0
" the old man , santiago , best comes fishing ",0,45,9,0,0,2,0,0,10,0,0,0,0,0,33,0,0,0
" as , pair complement one another superbly ",0,43,7,0,0,1,0,0,8,0,0,0,0,0,34,0,0,0
" you almost think see folds old man &apos;s neck , young fisherman manolo speaks ",0,81,14,0,0,3,0,0,15,0,0,0,0,0,63,0,0,0
" when santiago sits arched chair , tired life , genuine emotion janson ",0,71,12,0,0,2,0,0,13,0,0,0,0,0,56,0,0,0
" furthermore , role old fisherman character role , , janson masters excellently ",0,80,12,0,0,3,0,0,13,0,0,0,0,0,64,0,1,0
" hemingway told story fighter , courageous man &apos;t give ultimately wins battle fish result knowledge strong ",0,112,16,0,0,3,0,0,17,0,0,0,0,0,92,0,0,0
" for long periods , janson performer stage ",0,43,7,0,0,1,0,0,8,0,0,0,0,0,34,0,0,0
" he manages focus audience &apos;s attention , result monologues never become boring , even moment ",0,99,15,0,0,4,0,0,16,0,0,0,0,0,79,0,0,0
" his efforts finally pull fish surface water genuine members audience forget sea question consists merely water bottles , illuminated blue ",0,139,20,0,0,1,0,0,21,0,0,0,0,0,117,0,0,0
 director jens hasselmann old man boat perform front fischerdorf ,0,65,9,0,0,0,0,0,10,0,0,0,0,0,55,0,0,0
 during course performance respective active scene illuminated ,0,63,7,0,0,0,0,0,8,0,0,0,0,0,55,0,0,0
" santiago &apos;s cabin bar singer marie-luise gunst , sings cuban lifestyle , songs beautiful voice ",0,101,15,0,0,5,0,0,16,0,0,1,0,0,80,0,0,0
 the four musicians accompany cuban rhythms guests bar time ,0,60,9,0,0,0,0,0,10,0,0,0,0,0,50,0,0,0
" cdc issues children &apos;s allergy guidelines schools on wednesday , centers disease control prevention released set guidelines manage children &apos;s food allergies school ",0,176,23,0,0,5,0,0,24,0,0,0,0,0,147,0,0,0
 this first set guidelines u,0,28,5,0,0,0,0,0,5,0,0,0,0,0,23,0,0,0
" government put , number school-age children suffering food allergies climbs ",0,77,10,0,0,2,0,0,11,0,0,1,0,0,64,0,0,0
 one 20 children united states food allergies ,0,46,7,0,0,0,0,0,8,0,0,0,0,0,36,2,0,0
 the cdc found prevalence food allergies among children increased 18 percent 1997 2007 ,0,87,13,0,0,0,0,0,14,0,0,0,0,0,63,10,0,0
" the guide contains information schools make faculty staff aware children &apos;s food allergies , handle allergic reaction occur ",0,130,18,0,0,3,0,0,19,0,0,0,0,0,108,0,0,0
 it also recommends schools epinephrine stocked -- epipen brand auto-injector commonly used -- respond potentially fatal anaphylaxis ,0,133,17,0,0,5,2,0,18,0,0,5,0,0,110,0,0,0
 state legislatures recently updating rules allow schools stock epinephrine easily ,0,83,10,0,0,0,0,0,11,0,0,0,0,0,72,0,0,0
 the report also includes list typical symptoms communicated children allergic reaction ,0,88,11,0,0,0,0,0,12,0,0,0,0,0,76,0,0,0
" kids may say , &quot; it feels like something poking tongue , &quot; &quot; my tongue feels like hair , &quot; &quot; my tongue tingling ",0,138,25,0,0,13,0,0,26,0,0,0,0,0,99,0,0,0
 &quot; basketball: hopes growing neckar riesen (neckar giants),0,63,8,0,0,5,0,0,8,0,0,0,0,0,50,0,0,0
 the chances relegated ludwigsburg budesliga basketball players remaining league improved ,0,90,10,0,0,0,0,0,11,0,0,0,0,0,79,0,0,0
" this wild card procedure , neckar riesen one applicant fewer ",0,62,10,0,0,1,0,0,11,0,0,0,0,0,50,0,0,0
 the hamburg towers basketball project declining make application possible stand-in place ,0,90,11,0,0,1,0,0,12,0,0,1,0,0,77,0,0,0
" &quot; we participate wild card process , &quot; said former national team player pascal roller , putting together concept professional club hansa town since 2012 ",0,164,25,0,0,6,0,0,26,0,0,0,0,0,128,4,0,0
" however , sigh relief heard ludwigsburg ",0,41,6,0,0,1,0,0,7,0,0,0,0,0,33,0,0,0
" &quot; we concerning wild card process certain dã¼sseldorf receiving licence , &quot; said boss neckar riesen alexander reil , speaking paper ",0,143,21,0,0,6,0,0,22,0,0,0,0,0,113,0,0,0
 newly promoted dã¼sseldorf baskets 23 may submit documents arbitration panel prove financial fitness bundesliga ,0,113,14,0,0,0,0,0,15,0,0,0,0,0,94,2,0,0
" however , rhineland team already refused licence twice ",0,56,8,0,0,1,0,0,9,0,0,0,0,0,46,0,0,0
 the court arbitration authority last resort ,0,45,6,0,0,0,0,0,7,0,0,0,0,0,38,0,0,0
" networking universities companies important on visit district breisgau-hochschwarzwald , explained parliamentary president guido wolf titisee-neustadt workforce tomorrow come ",0,176,18,0,0,3,0,0,19,0,0,2,0,0,154,0,0,0
" in hochschwarzwald support centre , addressed important question alongside executive principals vocational colleges district grammar school chairs parents &apos; council ",0,171,20,0,0,3,0,0,21,0,0,0,0,0,147,0,0,0
" &quot; education important factor location , &quot; highlighted claudia stehle , director hans thoma school , introduced networked hochschwarzwald education centre schools project ",0,181,23,0,0,7,0,0,24,0,0,0,0,0,150,0,0,0
" during presentation , wolf seemed impressed educational pilot project ",0,71,9,0,0,1,0,0,10,0,0,0,0,0,60,0,0,0
" since 2011 , successful collaboration wã¤lderstadt support centre , district grammar school vocational school complex ",0,119,15,0,0,2,0,0,16,0,0,0,0,0,95,4,0,0
 he also praised family-friendly approach within district ,0,58,7,0,0,1,0,0,8,0,0,1,0,0,49,0,0,0
" &quot; it important , keep family life stage mind , , account demographic change , period spent providing long-term care support relatives well , &quot; explained wolf ",0,169,27,0,0,10,0,0,28,0,0,1,0,0,131,0,0,0
 he also stated increasing number employed persons looking long-term care support relatives ,0,92,12,0,0,1,0,0,13,0,0,1,0,0,78,0,0,0
" &quot; without support employer , resulting burden placed employees could result termination employment contract , &quot; said wolf ",0,133,18,0,0,6,0,0,19,0,0,0,0,0,108,0,0,0
" however , nobody afford lose qualified workers , &quot; added ",0,63,10,0,0,4,0,0,11,0,0,0,0,0,48,0,0,0
" another , particularly important factor networking universities companies ",0,75,8,0,0,1,0,0,9,0,0,0,0,0,65,0,0,0
" &quot; after , people learned merits region studies often remain within region , along acquired knowledge skills , contributes strengthening region , &quot; said state parliamentary president , expressing thorough conviction ",0,226,31,0,0,9,0,0,32,0,0,0,0,0,185,0,0,0
 for sufficient number educational places provided need skilled workers covered ,0,80,10,0,0,0,0,0,11,0,0,0,0,0,69,0,0,0
" in opinion , district &apos;s advantage location advantageous location south-west germany , immediate proximity france switzerland ",0,132,16,0,0,5,0,0,17,0,0,1,0,0,110,0,0,0
" in addition , train journey titisee-neustadt freiburg , experienced first-hand efforts already undertaken develop public transport ",0,132,16,0,0,4,0,0,17,0,0,2,0,0,111,0,0,0
" &quot; you must continue tenacious make sure local public transport becomes even better , &quot; explained address given local politicians attendance ",0,151,21,0,0,5,0,0,22,0,0,0,0,0,124,0,0,0
" illmensee: second mountain bike race enthuses participants in fantastic weather , 214 cyclists came illmensee take circuit , hills around lake ",0,144,21,0,0,3,0,0,22,0,0,0,0,0,116,3,0,0
 this announced ulrich knobel organising illmensee sports club ,0,63,8,0,0,0,0,0,9,0,0,0,0,0,54,0,0,0
" among participants also numerous amateur cyclists wanted chance practice hobby competitive environment , particular short distance 15 kilometres 300 metre climb ",0,162,21,0,0,1,0,0,22,0,0,0,0,0,134,5,0,0
 two top-class junior cyclists also starting line-up competition: felix bader bad waldsee pascal treubel aach-linz came recommendation achieved good positions german championships ,0,180,22,0,0,4,0,0,23,0,0,3,0,0,153,0,0,0
 the pair managed break away field keeping expectations ,0,56,8,0,0,0,0,0,9,0,0,0,0,0,47,0,0,0
" as case previous year , felix bader managed hold small lead right end defended title overall winner short distance race once , pascal treubel took second place ",0,161,27,0,0,2,0,0,28,0,0,0,0,0,131,0,0,0
 in ladies &apos; race theresa duelli team albtraum managed take top place podium ,0,82,13,0,0,2,0,0,14,0,0,0,0,0,66,0,0,1
 in second third places anne adel illmensee leonie treiber owingen ,0,67,10,0,0,0,0,0,11,0,0,0,0,0,56,0,0,0
 the increasing number riders live work area fantastic development ,0,67,9,0,0,0,0,0,10,0,0,0,0,0,57,0,0,0
 and top performance - entire range athletic ability represented ,0,65,9,0,0,1,0,0,10,0,1,1,0,0,54,0,0,1
" participants &apos; ages also wide-ranging , youngest starters ten years old oldest 70 ",0,88,13,0,0,4,0,0,14,0,0,1,0,0,68,2,0,0
" this year , even absolute top athletes starting line main race ",0,64,11,0,0,1,0,0,12,0,0,0,0,0,51,0,0,1
 four cyclists managed break away top regional racers ,0,54,8,0,0,0,0,0,9,0,0,0,0,0,45,0,0,1
" these included philipp pangerl , semi-professional mountain biker black tusk racing team ",0,90,12,0,0,2,0,0,13,0,0,1,0,0,75,0,0,0
" together team mate , pangerl already twice crowned world champion 12-hour race ",0,80,12,0,0,2,0,0,13,0,0,1,0,0,63,2,0,0
 this year became european champion special discipline ,0,55,7,0,0,0,0,0,8,0,0,0,0,0,47,0,0,0
" also competing roland ballerstedt , already claimed two german duathlon championships ",0,87,11,0,0,1,0,0,12,0,0,0,0,0,74,0,0,0
" after 45 kilometres climb 900 metres , leading riders neck neck final straight front drei-seen-hall ",0,101,15,0,0,3,0,0,16,0,0,2,0,0,77,5,0,0
 pangerl sped finish line first place ,0,38,6,0,0,0,0,0,7,0,0,0,0,0,31,0,0,0
" only one second later , experienced ballerstedt managed take second place overall standings ",0,93,13,0,0,1,0,0,14,0,0,0,0,0,78,0,0,0
 hermann warthmann reached finish line simultaneously take joint third overall standings ,0,89,11,0,0,0,0,0,12,0,0,0,0,0,77,0,0,0
" in ladies &apos; race , christiane cohsmann achieved fastest time main race ",0,77,12,0,0,3,0,0,13,0,0,0,0,0,61,0,1,0
" areane blersch binzwangen took second place , ahead natascha werner stuttgart ",0,79,11,0,0,1,0,0,12,0,0,0,0,0,66,0,0,0
 athletes assistants seemed satisfied smooth well-organised running event ,0,74,8,0,0,1,0,0,9,0,0,1,0,0,64,0,0,0
" rbs suspends two forex traders royal bank scotland suspended two traders foreign exchange division according two people familiar situation , another sign global probe regulators suspected manipulation currency market rapidly gaining traction ",0,243,32,0,0,1,0,0,33,0,0,0,0,0,209,0,0,0
" some world &apos;s largest banks , including ubs , barclays , deutsche bank rbs , confirmed co-operating regulators investigations world &apos;s largest financial market , $ 5",0,176,27,0,0,11,0,0,27,0,0,1,0,0,137,1,0,0
3tn changes hands day ,0,22,4,0,0,0,0,0,4,0,0,0,0,0,17,1,0,0
 the two traders would first rbs employees suspended widening probe echoes libor interbank lending manipulation scandal ,0,120,16,0,0,0,0,0,17,0,0,0,0,0,103,0,0,0
" the bank , declined comment suspensions , confirmed month received requests information regulators ",0,100,13,0,0,2,0,0,14,0,0,0,0,0,84,0,0,0
" &quot; our ongoing inquiry matter continues co-operating fully fca regulators , &quot; bank said two weeks ago ",0,112,17,0,0,6,0,0,18,0,0,1,0,0,88,0,0,0
" last month , people close situation said rbs turned records emails instant messages uk regulator , financial conduct authority , sent former trader ",0,149,23,0,0,3,0,0,24,0,0,0,0,0,122,0,0,0
" this trader , richard usher , left rbs 2010 understand given leave current position european head forex spot trading jpmorgan ",0,127,20,0,0,2,0,0,21,0,0,0,0,0,100,4,1,0
" rohan ramchandani , head european spot trading citi , went leave week , matt gardiner , former senior currencies trader barclays ubs , suspended standard chartered week ",0,170,27,0,0,5,0,0,28,0,0,0,0,0,137,0,1,0
 none traders accused wrongdoing ,0,33,4,0,0,0,0,0,5,0,0,0,0,0,28,0,0,0
" mr usher &apos;s instant message group included bankers barclays citigroup , people close situation said ",0,106,15,0,0,3,0,0,16,0,0,0,0,0,87,0,0,0
" ubs said week taken action employees swiss regulator , finma , said investigating suspected manipulation foreign exchange market number swiss banks ",0,149,21,0,0,2,0,0,22,0,0,0,0,0,125,0,0,0
" at least six authorities globally - european commission , finma , switzerland &apos;s competition authority weko , fca , department justice us hong kong monetary authority - looking allegations bankers colluded move currencies market ",0,235,34,0,0,8,0,0,35,0,0,2,0,0,192,0,0,0
" hsbc , citigroup , jpmorgan credit suisse also launched internal probes received requests information regulators , said people familiar situation ",0,147,20,0,0,3,0,0,21,0,0,0,0,0,123,0,0,0
 banks scouring years &quot; worth instant messages emails search instances wrongdoing ,0,87,11,0,0,2,0,0,12,0,0,0,0,0,73,0,0,0
 news probes rattled traders area one bigger profit drivers investment banks &apos; trading units past years challenged year low volatility currencies cuts opportunities speculators ,0,182,24,0,0,2,0,0,25,0,0,0,0,0,155,0,0,0
" some bankers tried play affair saying vast highly liquid foreign exchange market almost impossible manipulate , senior traders saying necessarily true ",0,152,21,0,0,1,0,0,22,0,0,0,0,0,129,0,0,0
" a senior trader said despite huge volume daily foreign exchange trading , fragmentation liquidity different trading platforms banks &quot; increasing use internal platforms meant &quot; start get impact market quite small ticket prices ",0,237,33,0,0,5,0,0,34,0,0,0,0,0,198,0,0,0
 &quot; the news came day credit suisse announced dismissed trader london exchange traded funds desk week caused nearly $ 6m loss late last year ,0,145,24,0,0,3,0,0,25,0,0,0,0,0,116,1,0,0
 the bank promptly notified relevant authorities co-operating regulators ,0,73,8,0,0,1,0,0,9,0,0,1,0,0,63,0,0,0
" &quot; we confident trader acted alone matter contained , &quot; credit suisse said ",0,85,13,0,0,5,0,0,14,0,0,0,0,0,66,0,0,0
 a study aiming increase benefits scotland hs2 rail project announced uk government ,0,84,12,0,0,0,0,0,13,0,0,0,0,0,70,1,0,0
 the work hs2 ltd suggests high-speed services scotland north england start soon phase one opens 2026 ,0,102,16,0,0,1,0,0,17,0,0,1,0,0,79,5,0,0
 transport minister baroness kramer said project would &quot; bring uk together ,0,80,11,0,0,2,0,0,12,0,0,0,0,0,66,0,0,0
 &quot; scottish transport minister keith brown said &quot; excited &quot; work uk government plan ,0,99,14,0,0,6,0,0,15,0,0,0,0,0,78,0,0,0
 phase one consist new high speed rail line london west midlands ,0,65,11,0,0,0,0,0,12,0,0,0,0,0,53,0,0,0
" when phase two completed , lines run manchester leeds ",0,55,9,0,0,1,0,0,10,0,0,0,0,0,44,0,0,0
 in june government revised estimated cost building high-speed link london north england â£ 32,0,94,14,0,0,1,0,0,14,0,0,1,0,0,75,2,0,0
7bn â£ 42,0,9,3,0,0,0,0,0,2,0,0,0,0,0,2,3,0,0
6bn,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
" the uk government , holding talks transport scotland , instructed hs2 ltd look rail capacity journey time improvements northern england scotland ",0,146,21,0,0,2,0,0,22,0,0,0,0,0,121,1,0,0
 this include possibility eventual journey times glasgow edinburgh london three hours less ,0,91,12,0,0,0,0,0,13,0,0,0,0,0,78,0,0,0
 baroness kramer said: &quot; our goal hs2 truly national network bring uk cities closer together ,0,98,15,0,0,3,0,0,16,0,0,0,0,0,78,1,0,0
 &quot; we driving forward hs2 benefits bring huge ,0,51,8,0,0,2,0,0,9,0,0,0,0,0,39,1,0,0
 without face crisis capacity rail network ,0,43,6,0,0,0,0,0,7,0,0,0,0,0,36,0,0,0
" but also connectivity , across uk 18 cities including glasgow edinburgh better connected hs2 ",0,94,14,0,0,1,0,0,15,0,0,0,0,0,75,3,0,0
 scottish secretary alistair carmichael added: &quot; today &apos;s announcement good news scotland ,0,100,12,0,0,5,0,0,13,0,0,0,0,0,82,0,0,0
" &quot; for scottish government , keith brown called mr carmichael &quot; unequivocally &quot; back scotland &apos;s inclusion hs2 network ",0,139,19,0,0,9,0,0,20,0,0,0,0,0,109,1,0,0
" mr brown said: &quot; high speed rail potential bring huge economic benefits scotland , also adds scotland &apos;s economic weight overall case high speed rail across britain ",0,176,27,0,0,6,0,0,28,0,0,0,0,0,142,0,0,0
" &quot; so excited work partnership uk government examine options bringing high speed rail scotland , creating benefit complementing glasgow-edinburgh line scottish government already planning ",0,193,24,0,0,4,0,0,25,0,0,1,0,0,164,0,0,0
 i look forward reviewing report investigation uk ministers next year together decide next steps ,0,97,14,0,0,0,0,0,15,0,0,0,0,0,82,0,0,0
" pawnbrokers shine singapore middle class feel pinch at pawnshop bendemeer shopping centre singapore , janani amirthalinga swapping gold bangle , ring pair earrings pay daughters &quot; school fees ",0,198,28,0,0,4,0,0,29,0,0,0,0,0,165,0,0,0
